schema,family,channel,frequency_low_mhz,frequency_high_mhz,overlap_bin_indices,overlap_mhz_by_bin,coverage_fraction,reference_years,shared_target,mapping_rule,perbin_status,perbin_binding_bin,perbin_conservative_tolerance,combined_status,combined_binding_bin,combined_conservative_tolerance,combined_to_perbin_ratio,perbin_strictness_rank,combined_strictness_rank,existing_policy_status_change,existing_policy_ranking_change,policy_interpretation
baonoise-forecast-channel-mapping-csv-v1,noise_shaped,25,536,542,8,8:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,8,0.0017146186258,accepted,8,0.00198460352683,1.15746061367,2,2,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,noise_shaped,26,542,548,7;8,7:1.69;8:4.31,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00160315529826,accepted,7,0.00181014784223,1.12911571586,2,2,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,noise_shaped,27,548,554,7,7:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00160315529826,accepted,7,0.00181014784223,1.12911571586,2,2,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,noise_shaped,28,554,560,7,7:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00160315529826,accepted,7,0.00181014784223,1.12911571586,2,2,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,noise_shaped,29,560,566,7,7:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00160315529826,accepted,7,0.00181014784223,1.12911571586,2,2,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,noise_shaped,30,566,572,6;7,6:3.8376;7:2.1624,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00153393522054,accepted,6,0.00168711284526,1.09985925264,2,2,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,noise_shaped,31,572,578,6,6:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00153393522054,accepted,6,0.00168711284526,1.09985925264,2,2,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,noise_shaped,32,578,584,6,6:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00153393522054,accepted,6,0.00168711284526,1.09985925264,2,2,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,noise_shaped,33,584,590,6,6:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00153393522054,accepted,6,0.00168711284526,1.09985925264,2,2,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,noise_shaped,34,590,596,5;6,5:4.16416666667;6:1.83583333333,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,5,0.00150297638737,accepted,5,0.00162028034259,1.07804776988,2,2,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,noise_shaped,35,596,602,5,5:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,5,0.00150297638737,accepted,5,0.00162028034259,1.07804776988,2,2,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,noise_shaped,36,602,608,5,5:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,5,0.00150297638737,accepted,5,0.00162028034259,1.07804776988,2,2,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,14,470,476,11,11:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,11,0.00248264918026,accepted,11,0.00248947718459,1.00275028964,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,15,476,482,11,11:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,11,0.00248264918026,accepted,11,0.00248947718459,1.00275028964,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,16,482,488,11,11:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,11,0.00248264918026,accepted,11,0.00248947718459,1.00275028964,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,17,488,494,10;11,10:4.20482758621;11:1.79517241379,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,11,0.00248264918026,accepted,11,0.00248947718459,1.00275028964,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,18,494,500,10,10:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,10,0.00278519277785,accepted,10,0.00279379692234,1.00308924558,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,19,500,506,10,10:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,10,0.00278519277785,accepted,10,0.00279379692234,1.00308924558,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,20,506,512,9;10,9:4.71214285714;10:1.28785714286,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,9,0.00259401721051,accepted,9,0.00260196240722,1.00306289283,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,21,512,518,9,9:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,9,0.00259401721051,accepted,9,0.00260196240722,1.00306289283,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,22,518,524,9,9:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,9,0.00259401721051,accepted,9,0.00260196240722,1.00306289283,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,23,524,530,8;9,8:3.9237037037;9:2.0762962963,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,8,0.00245691546035,accepted,8,0.00246454030112,1.00310342008,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,24,530,536,8,8:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,8,0.00245691546035,accepted,8,0.00246454030112,1.00310342008,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,25,536,542,8,8:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,8,0.00245691546035,accepted,8,0.00246454030112,1.00310342008,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,26,542,548,7;8,7:1.69;8:4.31,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00231251814008,accepted,7,0.00231953880403,1.00303593897,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,27,548,554,7,7:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00231251814008,accepted,7,0.00231953880403,1.00303593897,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,28,554,560,7,7:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00231251814008,accepted,7,0.00231953880403,1.00303593897,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,29,560,566,7,7:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00231251814008,accepted,7,0.00231953880403,1.00303593897,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,30,566,572,6;7,6:3.8376;7:2.1624,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00220635950243,accepted,6,0.00221223527716,1.00266310849,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,31,572,578,6,6:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00220635950243,accepted,6,0.00221223527716,1.00266310849,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,32,578,584,6,6:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00220635950243,accepted,6,0.00221223527716,1.00266310849,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,33,584,590,6,6:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00220635950243,accepted,6,0.00221223527716,1.00266310849,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,34,590,596,5;6,5:4.16416666667;6:1.83583333333,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,5,0.00216500938987,accepted,5,0.00216994444057,1.00227945926,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,35,596,602,5,5:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,5,0.00216500938987,accepted,5,0.00216994444057,1.00227945926,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,low_kparallel,36,602,608,5,5:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,5,0.00216500938987,accepted,5,0.00216994444057,1.00227945926,3,3,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,14,470,476,11,11:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,11,0.00175696033893,accepted,11,0.00184737223073,1.05145926735,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,15,476,482,11,11:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,11,0.00175696033893,accepted,11,0.00184737223073,1.05145926735,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,16,482,488,11,11:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,11,0.00175696033893,accepted,11,0.00184737223073,1.05145926735,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,17,488,494,10;11,10:4.20482758621;11:1.79517241379,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,11,0.00175696033893,accepted,11,0.00184737223073,1.05145926735,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,18,494,500,10,10:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,10,0.00191068987418,accepted,10,0.00201316772311,1.05363395196,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,19,500,506,10,10:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,10,0.00191068987418,accepted,10,0.00201316772311,1.05363395196,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,20,506,512,9;10,9:4.71214285714;10:1.28785714286,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,9,0.00175915671564,accepted,9,0.00185237738493,1.05299167974,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,21,512,518,9,9:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,9,0.00175915671564,accepted,9,0.00185237738493,1.05299167974,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,22,518,524,9,9:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,9,0.00175915671564,accepted,9,0.00185237738493,1.05299167974,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,23,524,530,8;9,8:3.9237037037;9:2.0762962963,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,8,0.00164526009375,accepted,8,0.00173011498955,1.05157536861,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,24,530,536,8,8:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,8,0.00164526009375,accepted,8,0.00173011498955,1.05157536861,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,25,536,542,8,8:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,8,0.00164526009375,accepted,8,0.00173011498955,1.05157536861,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,26,542,548,7;8,7:1.69;8:4.31,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00152477532987,accepted,7,0.00159622110931,1.04685659457,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,27,548,554,7,7:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00152477532987,accepted,7,0.00159622110931,1.04685659457,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,28,554,560,7,7:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00152477532987,accepted,7,0.00159622110931,1.04685659457,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,29,560,566,7,7:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00152477532987,accepted,7,0.00159622110931,1.04685659457,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,30,566,572,6;7,6:3.8376;7:2.1624,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00144694261025,accepted,6,0.00150414224791,1.03953137965,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,31,572,578,6,6:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00144694261025,accepted,6,0.00150414224791,1.03953137965,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,32,578,584,6,6:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00144694261025,accepted,6,0.00150414224791,1.03953137965,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,33,584,590,6,6:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00144694261025,accepted,6,0.00150414224791,1.03953137965,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,34,590,596,5;6,5:4.16416666667;6:1.83583333333,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,5,0.00140859334269,accepted,5,0.001455144422,1.03304791944,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,35,596,602,5,5:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,5,0.00140859334269,accepted,5,0.001455144422,1.03304791944,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,wedge_like,36,602,608,5,5:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,5,0.00140859334269,accepted,5,0.001455144422,1.03304791944,1,1,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,14,470,476,11,11:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,11,0.00308513065162,accepted,11,0.00340109692412,1.1024158482,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,15,476,482,11,11:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,11,0.00308513065162,accepted,11,0.00340109692412,1.1024158482,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,16,482,488,11,11:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,11,0.00308513065162,accepted,11,0.00340109692412,1.1024158482,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,17,488,494,10;11,10:4.20482758621;11:1.79517241379,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,11,0.00308513065162,accepted,11,0.00340109692412,1.1024158482,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,18,494,500,10,10:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,10,0.00349919065098,accepted,10,0.00379547299849,1.08467167899,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,19,500,506,10,10:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,10,0.00349919065098,accepted,10,0.00379547299849,1.08467167899,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,20,506,512,9;10,9:4.71214285714;10:1.28785714286,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,9,0.0033446416607,accepted,9,0.00357190111894,1.06794732629,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,21,512,518,9,9:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,9,0.0033446416607,accepted,9,0.00357190111894,1.06794732629,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,22,518,524,9,9:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,9,0.0033446416607,accepted,9,0.00357190111894,1.06794732629,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,23,524,530,8;9,8:3.9237037037;9:2.0762962963,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,8,0.00330252884144,accepted,8,0.0034827814909,1.05458018934,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,24,530,536,8,8:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,8,0.00330252884144,accepted,8,0.0034827814909,1.05458018934,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,25,536,542,8,8:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,8,0.00330252884144,accepted,8,0.0034827814909,1.05458018934,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,26,542,548,7;8,7:1.69;8:4.31,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,8,0.00330252884144,accepted,7,0.00346437339049,1.04900624849,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,27,548,554,7,7:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00332400335875,accepted,7,0.00346437339049,1.04222920876,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,28,554,560,7,7:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00332400335875,accepted,7,0.00346437339049,1.04222920876,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,29,560,566,7,7:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00332400335875,accepted,7,0.00346437339049,1.04222920876,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,30,566,572,6;7,6:3.8376;7:2.1624,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,7,0.00332400335875,accepted,7,0.00346437339049,1.04222920876,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,31,572,578,6,6:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00340963242098,accepted,6,0.00351720990131,1.03155104922,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,32,578,584,6,6:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00340963242098,accepted,6,0.00351720990131,1.03155104922,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,33,584,590,6,6:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00340963242098,accepted,6,0.00351720990131,1.03155104922,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,34,590,596,5;6,5:4.16416666667;6:1.83583333333,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,6,0.00340963242098,accepted,6,0.00351720990131,1.03155104922,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,35,596,602,5,5:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,5,0.00362108016744,accepted,5,0.00370485197847,1.02313448119,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
baonoise-forecast-channel-mapping-csv-v1,k_shell_localized,36,602,608,5,5:6,1,1,fs8,minimum accepted tolerance over every nonzero-overlap bin,accepted,5,0.00362108016744,accepted,5,0.00370485197847,1.02313448119,4,4,none,none,analytic sensitivity envelope only; no empirical template-selection evidence
